9, -18, 9, 0, -18, 36, -18, 0, 9, -18, 9, 0, 0, 0, 0, 0, 36, -72, 36, 0, -72, 144, -72, 0, 36, -72, 36, 0, 0, 0, 0, 0, 9, -18, 9, 0, -18, 36, -18, 0, 9, -18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-3, 9, -9, 3, 6, -18, 18, -6, -3, 9, -9, 3, 0, 0, 0, 0, -12, 36, -36, 12, 24, -72, 72, -24, -12, 36, -36, 12, 0, 0, 0, 0, -3, 9, -9, 3, 6, -18, 18, -6, -3, 9, -9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-1, -4, -1, 0, 3, 12, 3, 0, -3, -12, -3, 0, 1, 4, 1, 0, -4, -16, -4, 0, 12, 48, 12, 0, -12, -48, -12, 0, 4, 16, 4, 0, -1, -4, -1, 0, 3, 12, 3, 0, -3, -12, -3, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, 0, -3, 0, -9, 0, 9, 0, 9, 0, -9, 0, -3, 0, 3, 0, 12, 0, -12, 0, -36, 0, 36, 0, 36, 0, -36, 0, -12, 0, 12, 0, 3, 0, -3, 0, -9, 0, 9, 0, 9, 0, -9, 0, -3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-3, 6, -3, 0, 9, -18, 9, 0, -9, 18, -9, 0, 3, -6, 3, 0, -12, 24, -12, 0, 36, -72, 36, 0, -36, 72, -36, 0, 12, -24, 12, 0, -3, 6, -3, 0, 9, -18, 9, 0, -9, 18, -9, 0, 3, -6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -3, 3, -1, -3, 9, -9, 3, 3, -9, 9, -3, -1, 3, -3, 1, 4, -12, 12, -4, -12, 36, -36, 12, 12, -36, 36, -12, -4, 12, -12, 4, 1, -3, 3, -1, -3, 9, -9, 3, 3, -9, 9, -3, -1, 3, -3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-3, -12, -3, 0, -12, -48, -12, 0, -3, -12, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 3, 0, 12, 48, 12, 0, 3, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, 0, -9, 0, 36, 0, -36, 0, 9, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, 9, 0, -36, 0, 36, 0, -9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, 18, -9, 0, -36, 72, -36, 0, -9, 18, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -18, 9, 0, 36, -72, 36, 0, 9, -18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, -9, 9, -3, 12, -36, 36, -12, 3, -9, 9, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 9, -9, 3, -12, 36, -36, 12, -3, 9, -9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, 36, 9, 0, 0, 0, 0, 0, -9, -36, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -36, -9, 0, 0, 0, 0, 0, 9, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-27, 0, 27, 0, 0, 0, 0, 0, 27, 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, -27, 0, 0, 0, 0, 0, -27, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27, -54, 27, 0, 0, 0, 0, 0, -27, 54, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, 54, -27, 0, 0, 0, 0, 0, 27, -54, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, 27, -27, 9, 0, 0, 0, 0, 9, -27, 27, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, -27, 27, -9, 0, 0, 0, 0, -9, 27, -27, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, -36, -9, 0, 18, 72, 18, 0, -9, -36, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36, 9, 0, -18, -72, -18, 0, 9, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27, 0, -27, 0, -54, 0, 54, 0, 27, 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, 0, 27, 0, 54, 0, -54, 0, -27, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-27, 54, -27, 0, 54, -108, 54, 0, -27, 54, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, -54, 27, 0, -54, 108, -54, 0, 27, -54, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, -27, 27, -9, -18, 54, -54, 18, 9, -27, 27, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 27, -27, 9, 18, -54, 54, -18, -9, 27, -27, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, 12, 3, 0, -9, -36, -9, 0, 9, 36, 9, 0, -3, -12, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -12, -3, 0, 9, 36, 9, 0, -9, -36, -9, 0, 3, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, 0, 9, 0, 27, 0, -27, 0, -27, 0, 27, 0, 9, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, -9, 0, -27, 0, 27, 0, 27, 0, -27, 0, -9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, -18, 9, 0, -27, 54, -27, 0, 27, -54, 27, 0, -9, 18, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 18, -9, 0, 27, -54, 27, 0, -27, 54, -27, 0, 9, -18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-3, 9, -9, 3, 9, -27, 27, -9, -9, 27, -27, 9, 3, -9, 9, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, -9, 9, -3, -9, 27, -27, 9, 9, -27, 27, -9, -3, 9, -9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, 12, 3, 0, 12, 48, 12, 0, 3, 12, 3, 0, 0, 0, 0, 0, -6, -24, -6, 0, -24, -96, -24, 0, -6, -24, -6, 0, 0, 0, 0, 0, 3, 12, 3, 0, 12, 48, 12, 0, 3, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, 0, 9, 0, -36, 0, 36, 0, -9, 0, 9, 0, 0, 0, 0, 0, 18, 0, -18, 0, 72, 0, -72, 0, 18, 0, -18, 0, 0, 0, 0, 0, -9, 0, 9, 0, -36, 0, 36, 0, -9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, -18, 9, 0, 36, -72, 36, 0, 9, -18, 9, 0, 0, 0, 0, 0, -18, 36, -18, 0, -72, 144, -72, 0, -18, 36, -18, 0, 0, 0, 0, 0, 9, -18, 9, 0, 36, -72, 36, 0, 9, -18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-3, 9, -9, 3, -12, 36, -36, 12, -3, 9, -9, 3, 0, 0, 0, 0, 6, -18, 18, -6, 24, -72, 72, -24, 6, -18, 18, -6, 0, 0, 0, 0, -3, 9, -9, 3, -12, 36, -36, 12, -3, 9, -9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, -36, -9, 0, 0, 0, 0, 0, 9, 36, 9, 0, 0, 0, 0, 0, 18, 72, 18, 0, 0, 0, 0, 0, -18, -72, -18, 0, 0, 0, 0, 0, -9, -36, -9, 0, 0, 0, 0, 0, 9, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27, 0, -27, 0, 0, 0, 0, 0, -27, 0, 27, 0, 0, 0, 0, 0, -54, 0, 54, 0, 0, 0, 0, 0, 54, 0, -54, 0, 0, 0, 0, 0, 27, 0, -27, 0, 0, 0, 0, 0, -27, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-27, 54, -27, 0, 0, 0, 0, 0, 27, -54, 27, 0, 0, 0, 0, 0, 54, -108, 54, 0, 0, 0, 0, 0, -54, 108, -54, 0, 0, 0, 0, 0, -27, 54, -27, 0, 0, 0, 0, 0, 27, -54, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, -27, 27, -9, 0, 0, 0, 0, -9, 27, -27, 9, 0, 0, 0, 0, -18, 54, -54, 18, 0, 0, 0, 0, 18, -54, 54, -18, 0, 0, 0, 0, 9, -27, 27, -9, 0, 0, 0, 0, -9, 27, -27, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, 36, 9, 0, -18, -72, -18, 0, 9, 36, 9, 0, 0, 0, 0, 0, -18, -72, -18, 0, 36, 144, 36, 0, -18, -72, -18, 0, 0, 0, 0, 0, 9, 36, 9, 0, -18, -72, -18, 0, 9, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-27, 0, 27, 0, 54, 0, -54, 0, -27, 0, 27, 0, 0, 0, 0, 0, 54, 0, -54, 0, -108, 0, 108, 0, 54, 0, -54, 0, 0, 0, 0, 0, -27, 0, 27, 0, 54, 0, -54, 0, -27, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
27, -54, 27, 0, -54, 108, -54, 0, 27, -54, 27, 0, 0, 0, 0, 0, -54, 108, -54, 0, 108, -216, 108, 0, -54, 108, -54, 0, 0, 0, 0, 0, 27, -54, 27, 0, -54, 108, -54, 0, 27, -54, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, 27, -27, 9, 18, -54, 54, -18, -9, 27, -27, 9, 0, 0, 0, 0, 18, -54, 54, -18, -36, 108, -108, 36, 18, -54, 54, -18, 0, 0, 0, 0, -9, 27, -27, 9, 18, -54, 54, -18, -9, 27, -27, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-3, -12, -3, 0, 9, 36, 9, 0, -9, -36, -9, 0, 3, 12, 3, 0, 6, 24, 6, 0, -18, -72, -18, 0, 18, 72, 18, 0, -6, -24, -6, 0, -3, -12, -3, 0, 9, 36, 9, 0, -9, -36, -9, 0, 3, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
9, 0, -9, 0, -27, 0, 27, 0, 27, 0, -27, 0, -9, 0, 9, 0, -18, 0, 18, 0, 54, 0, -54, 0, -54, 0, 54, 0, 18, 0, -18, 0, 9, 0, -9, 0, -27, 0, 27, 0, 27, 0, -27, 0, -9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-9, 18, -9, 0, 27, -54, 27, 0, -27, 54, -27, 0, 9, -18, 9, 0, 18, -36, 18, 0, -54, 108, -54, 0, 54, -108, 54, 0, -18, 36, -18, 0, -9, 18, -9, 0, 27, -54, 27, 0, -27, 54, -27, 0, 9, -18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3, -9, 9, -3, -9, 27, -27, 9, 9, -27, 27, -9, -3, 9, -9, 3, -6, 18, -18, 6, 18, -54, 54, -18, -18, 54, -54, 18, 6, -18, 18, -6, 3, -9, 9, -3, -9, 27, -27, 9, 9, -27, 27, -9, -3, 9, -9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
-1, -4, -1, 0, -4, -16, -4, 0, -1, -4, -1, 0, 0, 0, 0, 0, 3, 12, 3, 0, 12, 48, 12, 0, 3, 12, 3, 0, 0, 0, 0, 0, -3, -12, -3, 0, -12, -48, -12, 0, -3, -12, -3, 0, 0, 0, 0, 0, 1, 4, 1, 0, 4, 16, 4, 0, 1, 4, 1, 0, 0, 0, 0, 0, 
3, 0, -3, 0, 12, 0, -12, 0, 3, 0, -3, 0, 0, 0, 0, 0, -9, 0, 9, 0, -36, 0, 36, 0, -9, 0, 9, 0, 0, 0, 0, 0, 9, 0, -9, 0, 36, 0, -36, 0, 9, 0, -9, 0, 0, 0, 0, 0, -3, 0, 3, 0, -12, 0, 12, 0, -3, 0, 3, 0, 0, 0, 0, 0, 
-3, 6, -3, 0, -12, 24, -12, 0, -3, 6, -3, 0, 0, 0, 0, 0, 9, -18, 9, 0, 36, -72, 36, 0, 9, -18, 9, 0, 0, 0, 0, 0, -9, 18, -9, 0, -36, 72, -36, 0, -9, 18, -9, 0, 0, 0, 0, 0, 3, -6, 3, 0, 12, -24, 12, 0, 3, -6, 3, 0, 0, 0, 0, 0, 
1, -3, 3, -1, 4, -12, 12, -4, 1, -3, 3, -1, 0, 0, 0, 0, -3, 9, -9, 3, -12, 36, -36, 12, -3, 9, -9, 3, 0, 0, 0, 0, 3, -9, 9, -3, 12, -36, 36, -12, 3, -9, 9, -3, 0, 0, 0, 0, -1, 3, -3, 1, -4, 12, -12, 4, -1, 3, -3, 1, 0, 0, 0, 0, 
3, 12, 3, 0, 0, 0, 0, 0, -3, -12, -3, 0, 0, 0, 0, 0, -9, -36, -9, 0, 0, 0, 0, 0, 9, 36, 9, 0, 0, 0, 0, 0, 9, 36, 9, 0, 0, 0, 0, 0, -9, -36, -9, 0, 0, 0, 0, 0, -3, -12, -3, 0, 0, 0, 0, 0, 3, 12, 3, 0, 0, 0, 0, 0, 
-9, 0, 9, 0, 0, 0, 0, 0, 9, 0, -9, 0, 0, 0, 0, 0, 27, 0, -27, 0, 0, 0, 0, 0, -27, 0, 27, 0, 0, 0, 0, 0, -27, 0, 27, 0, 0, 0, 0, 0, 27, 0, -27, 0, 0, 0, 0, 0, 9, 0, -9, 0, 0, 0, 0, 0, -9, 0, 9, 0, 0, 0, 0, 0, 
9, -18, 9, 0, 0, 0, 0, 0, -9, 18, -9, 0, 0, 0, 0, 0, -27, 54, -27, 0, 0, 0, 0, 0, 27, -54, 27, 0, 0, 0, 0, 0, 27, -54, 27, 0, 0, 0, 0, 0, -27, 54, -27, 0, 0, 0, 0, 0, -9, 18, -9, 0, 0, 0, 0, 0, 9, -18, 9, 0, 0, 0, 0, 0, 
-3, 9, -9, 3, 0, 0, 0, 0, 3, -9, 9, -3, 0, 0, 0, 0, 9, -27, 27, -9, 0, 0, 0, 0, -9, 27, -27, 9, 0, 0, 0, 0, -9, 27, -27, 9, 0, 0, 0, 0, 9, -27, 27, -9, 0, 0, 0, 0, 3, -9, 9, -3, 0, 0, 0, 0, -3, 9, -9, 3, 0, 0, 0, 0, 
-3, -12, -3, 0, 6, 24, 6, 0, -3, -12, -3, 0, 0, 0, 0, 0, 9, 36, 9, 0, -18, -72, -18, 0, 9, 36, 9, 0, 0, 0, 0, 0, -9, -36, -9, 0, 18, 72, 18, 0, -9, -36, -9, 0, 0, 0, 0, 0, 3, 12, 3, 0, -6, -24, -6, 0, 3, 12, 3, 0, 0, 0, 0, 0, 
9, 0, -9, 0, -18, 0, 18, 0, 9, 0, -9, 0, 0, 0, 0, 0, -27, 0, 27, 0, 54, 0, -54, 0, -27, 0, 27, 0, 0, 0, 0, 0, 27, 0, -27, 0, -54, 0, 54, 0, 27, 0, -27, 0, 0, 0, 0, 0, -9, 0, 9, 0, 18, 0, -18, 0, -9, 0, 9, 0, 0, 0, 0, 0, 
-9, 18, -9, 0, 18, -36, 18, 0, -9, 18, -9, 0, 0, 0, 0, 0, 27, -54, 27, 0, -54, 108, -54, 0, 27, -54, 27, 0, 0, 0, 0, 0, -27, 54, -27, 0, 54, -108, 54, 0, -27, 54, -27, 0, 0, 0, 0, 0, 9, -18, 9, 0, -18, 36, -18, 0, 9, -18, 9, 0, 0, 0, 0, 0, 
3, -9, 9, -3, -6, 18, -18, 6, 3, -9, 9, -3, 0, 0, 0, 0, -9, 27, -27, 9, 18, -54, 54, -18, -9, 27, -27, 9, 0, 0, 0, 0, 9, -27, 27, -9, -18, 54, -54, 18, 9, -27, 27, -9, 0, 0, 0, 0, -3, 9, -9, 3, 6, -18, 18, -6, -3, 9, -9, 3, 0, 0, 0, 0, 
1, 4, 1, 0, -3, -12, -3, 0, 3, 12, 3, 0, -1, -4, -1, 0, -3, -12, -3, 0, 9, 36, 9, 0, -9, -36, -9, 0, 3, 12, 3, 0, 3, 12, 3, 0, -9, -36, -9, 0, 9, 36, 9, 0, -3, -12, -3, 0, -1, -4, -1, 0, 3, 12, 3, 0, -3, -12, -3, 0, 1, 4, 1, 0, 
-3, 0, 3, 0, 9, 0, -9, 0, -9, 0, 9, 0, 3, 0, -3, 0, 9, 0, -9, 0, -27, 0, 27, 0, 27, 0, -27, 0, -9, 0, 9, 0, -9, 0, 9, 0, 27, 0, -27, 0, -27, 0, 27, 0, 9, 0, -9, 0, 3, 0, -3, 0, -9, 0, 9, 0, 9, 0, -9, 0, -3, 0, 3, 0, 
3, -6, 3, 0, -9, 18, -9, 0, 9, -18, 9, 0, -3, 6, -3, 0, -9, 18, -9, 0, 27, -54, 27, 0, -27, 54, -27, 0, 9, -18, 9, 0, 9, -18, 9, 0, -27, 54, -27, 0, 27, -54, 27, 0, -9, 18, -9, 0, -3, 6, -3, 0, 9, -18, 9, 0, -9, 18, -9, 0, 3, -6, 3, 0, 
-1, 3, -3, 1, 3, -9, 9, -3, -3, 9, -9, 3, 1, -3, 3, -1, 3, -9, 9, -3, -9, 27, -27, 9, 9, -27, 27, -9, -3, 9, -9, 3, -3, 9, -9, 3, 9, -27, 27, -9, -9, 27, -27, 9, 3, -9, 9, -3, 1, -3, 3, -1, -3, 9, -9, 3, 3, -9, 9, -3, -1, 3, -3, 1, 
